tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,target_norm,text_clean
Apple won #SxSW from day one. Seeing a TON of #iPad2,iPad,Positive emotion,Apple iPad,apple won sxsw from day one seeing a ton of ipad2
#fastball #sxsw Giving away two NEW Ipad2 wifi 32g black Apple cover tweet @mention fo more info #sxswi #attsxsw  Tonight @mention bo.lt house,,No emotion toward brand or product,,fastball sxsw giving away two new ipad2 wifi 32g black apple cover tweet fo more info sxswi attsxsw tonight bo lt house
Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,,No emotion toward brand or product,,anyone at sxsw had a chance to check out the pop up apple store wondering if it is worth the trek from the convention center
ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ @mention Did you manage to get yours?,iPad,Positive emotion,Apple iPad,sxsw ipad store sold out of everything except 64gig wifi only white did you manage to get yours
ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ also known as the white jeans configuration.,iPad,Positive emotion,Apple iPad,sxsw ipad store sold out of everything except 64gig wifi only white also known as the white jeans configuration
Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,iPad,Positive emotion,Apple iPad,offered a sxsw ipad promo to ninjafinder users and fans who are not here at sxsw sucks to not be here sxsw
@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,,No emotion toward brand or product,,sxsw is an austin conference do a google search they have interactive music film
Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,,No emotion toward brand or product,,anyone at sxsw know if apple will be or is selling ipad 2 there
Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,,No emotion toward brand or product,,anyone at sxsw know if the apple store has had a new shipment of ipads yet
Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,,No emotion toward brand or product,,marc ecko sxsw launches iphone app to autodial political change link edreform edtech eduvc fightthepaddle
#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,iPad,Positive emotion,Apple iPad,poursite sxsw learning about the life changing impact of the ipad on real people's actual lives bravo
@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,,Positive emotion,,sxsw lonelyplanet austin guide for iphone is free for a limited time link lp travel
"More free #SXSW mp3 downloads, this time from iTunes: {link}",,No emotion toward brand or product,,more free sxsw mp3 downloads this time from itunes link
Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,,No emotion toward brand or product,,anyone at sxsw or heading to aclu event seen owt to do with google circles then
@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,,No emotion toward brand or product,,sxsw prompt for memory go to google map and describe a childhood walk
The Apple #SXSW store still has iPad 2's and short lines.,iPad,Positive emotion,Apple iPad,the apple sxsw store still has ipad 2's and short lines
Essential #sxsw tools: {link},,No emotion toward brand or product,,essential sxsw tools link
"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Other Google product or service,Positive emotion,Other Google product or service,just left sxsw tradeshow demo of at the google theatre ok i get it i see why all the presenters here are using it
"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",,No emotion toward brand or product,,following sxsw tweets on google realtime four platforms on tweet deck and listening to panel realizing i'm spoken to no one here today
Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,,No emotion toward brand or product,,anyone at sxsw want an ipad 2 i'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you
Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,iPad,Positive emotion,Apple iPad,anyone at sxsw want to make a quick hundred dollars new ipad2 from ad hoc apple store here gets hundred plus cost
Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once),,No emotion toward brand or product,,solving a sxsw induced iphone in toilet crisis at apple store with not my crisis for once
"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",Google,Positive emotion,Google,monday at sxsw barry diller new york times congress lunch w hotel party google party six dirty martinis how mondays should be
Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,,No emotion toward brand or product,,attending sxsw austin guide by is now free to download on itunes link lp
"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",iPad or iPhone App,Negative emotion,Apple iOS App,seriously sxsw did you do any testing on the mobile apps constant ipad crashes causing lost schedules and no sync for wp7
Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,Apple iOS App,ready for sxsw here are some iphone apps 2 make ur blogging easier link sxsw sxswi
ipad2 and #sxsw...a conflagration of doofusness.  {link},iPad,Negative emotion,Apple iPad,ipad2 and sxsw a conflagration of doofusness link
attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,Apple,Positive emotion,Apple,attention sxsw'ers link rumored pop up temporary apple store for all your sxsw ipad 2 launch needs
I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},iPad,Positive emotion,Apple iPad,i went to sxswi and all i won was this lousy ipad sxsw link
Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},,No emotion toward brand or product,,hey sxsw sxswi folks if you want to learn about security come over to bsidesaustin link
Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,,No emotion toward brand or product,,attending sxswi work in iphone ipad game development looking to hire an austin based ios developer i'm your man let's talk sxsw
This is a #WINNING picture #android #google #sxsw {link},Android,Positive emotion,Android,this is a winning picture android google sxsw link
GSD&amp;M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,,No emotion toward brand or product,,gsd amp m google 7 10 rt what's the best party to hit tonight sxsw
GSD&amp;M + Google Industry Party #SXSW @mention great to meet you  {link},,No emotion toward brand or product,,gsd amp m google industry party sxsw great to meet you link
"You spent $1,000+ to come to SXSW. 

You've already used iPad 1. 

The wait is a couple city blocks. 

Why? #ipad2 #SXSW {link}",iPad,Negative emotion,Apple iPad,you spent 1 000 to come to sxsw you've already used ipad 1 the wait is a couple city blocks why ipad2 sxsw link
#sxsw day 1 - Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link},,No emotion toward brand or product,,sxsw day 1 marissa mayer google will connect the digital amp physical worlds through mobile link
Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,iPhone,Positive emotion,Apple iPhone,behind on 100s of emails give them all 1 line iphone composed replies sxsw protip
It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,iPad,Positive emotion,Apple iPad,it's like 10pm at night and there is a line around the block at the popup apple stores selling ipad2s sxsw
.@mention 1154 free songs from #SXSW (this year alone!) {link},,No emotion toward brand or product,,1154 free songs from sxsw this year alone link
more than 150 million mobile users for Google Maps for Mobile #SXSW,,No emotion toward brand or product,,more than 150 million mobile users for google maps for mobile sxsw
Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw,,No emotion toward brand or product,,currently 150 people in line at the quot pop up apple store quot sxsw
"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",,No emotion toward brand or product,,only ipad 2 available at sxsw is the 64gb wifi only model at 699 plus the optional not leather smart cover at 69
÷¼ We love 2 entertain youÛ_Please donÛªt be grateful! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,No emotion toward brand or product,,we love 2 entertain you please don t be grateful link edchat musedchat sxsw sxswi classical newtwitter
Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,,No emotion toward brand or product,,less than 2 hours until we announce the details on the ipad 2 giveaway sxsw sxswi
"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",iPad,Negative emotion,Apple iPad,i'm up to 2 ipad 2s seen in the wild both people say it is fast but the still pics are terrible sxsw
(The iPad 2 queue at #sxsw of course,,No emotion toward brand or product,,the ipad 2 queue at sxsw of course
The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},iPad,Positive emotion,Apple iPad,the ipad 2 takes over sxsw video by link
many iPad 2's snapping away at the keynote slides! #sxsw,iPad,Positive emotion,Apple iPad,many ipad 2's snapping away at the keynote slides sxsw
Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,,No emotion toward brand or product,,apple has 200m users' credit cards sync'd with itunes for one click purchase winning sxsw
Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,,No emotion toward brand or product,,having my 2nd cocktail quot texas snowflake quot google it at the cnngrill sxsw
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,Apple iOS App,new post 3 iphone apps we'll be using at south by southwest interactive link sxsw sxswi
